,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_New
4543,FDW56,7.68,Low Fat,0.071010513,190.9162,OUT049,1999,Medium,Tier 1,Supermarket Type1,5195.2374,perishable
4544,FDG57,14.7,Low Fat,0.072444983,48.6034,OUT045,2002,Medium,Tier 2,Supermarket Type1,194.4136,perishable
4545,FDY14,10.3,Low Fat,0.06998190900000001,263.0226,OUT013,1987,High,Tier 3,Supermarket Type1,6079.4198,perishable
4546,FDS19,13.8,Regular,0.06457046,76.2012,OUT017,2007,Medium,Tier 2,Supermarket Type1,1669.8264,perishable
4547,FDX01,10.1,Low Fat,0.024159767000000002,114.715,OUT035,2004,Small,Tier 2,Supermarket Type1,815.605,non
4548,FDV32,7.785,Low Fat,0.089210159,64.251,OUT017,2007,Medium,Tier 2,Supermarket Type1,1328.271,perishable
4549,DRI39,13.8,Low Fat,0.097611115,54.893,OUT017,2007,Medium,Tier 2,Supermarket Type1,679.1160000000001,perishable
4550,NCU05,11.8,Non-Edible,0.058975504000000005,81.7618,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416,Others
4551,NCA29,10.5,Non-Edible,0.027430696,171.1106,OUT017,2007,Medium,Tier 2,Supermarket Type1,3593.3226,Others
4552,FDO10,12.987879554655919,Regular,0.057583738,58.7588,OUT019,1985,Small,Tier 1,Grocery Store,400.8116,non
4553,DRL47,19.7,Low Fat,0.038815341,124.2362,OUT045,2002,Medium,Tier 2,Supermarket Type1,1887.543,non
4554,FDA50,13.42606890459367,Low Fat,0.152632413,98.441,OUT019,1985,Small,Tier 1,Grocery Store,96.541,perishable
4555,FDU23,11.3469362745098,Low Fat,0.021618297,167.1184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2476.776,perishable
4556,FDR27,15.1,Regular,0.096491904,134.4942,OUT018,2009,Medium,Tier 3,Supermarket Type2,1854.9188,perishable
4557,DRH36,16.2,Low Fat,0.033568871,74.9696,OUT017,2007,Medium,Tier 2,Supermarket Type1,2162.5184,non
4558,FDZ51,11.3,Regular,0.054507422,96.3094,OUT013,1987,High,Tier 3,Supermarket Type1,666.4658,perishable
4559,FDQ40,12.867061281337076,Regular,0.063079544,175.7712,OUT019,1985,Small,Tier 1,Grocery Store,351.5424,non
4560,FDB17,12.867061281337076,Low Fat,0.06420812599999999,180.1976,OUT019,1985,Small,Tier 1,Grocery Store,181.0976,non
4561,FDQ16,19.7,Low Fat,0.041974489000000004,108.6912,OUT017,2007,Medium,Tier 2,Supermarket Type1,2183.824,non
4562,FDG09,20.6,Regular,0.048207430999999995,188.0556,OUT017,2007,Medium,Tier 2,Supermarket Type1,2065.3116,perishable
4563,DRI59,9.5,Low Fat,0.041065647000000004,223.5088,OUT017,2007,Medium,Tier 2,Supermarket Type1,4697.8848,non
4564,FDH47,13.5,Regular,0.128709014,96.1068,OUT013,1987,High,Tier 3,Supermarket Type1,1846.9292,perishable
4565,FDA21,13.65,Low Fat,0.03596071,186.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,1665.8316,non
4566,NCO05,7.27,Non-Edible,0.046520703,97.7384,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304,Others
4567,NCL31,13.853284671532842,Non-Edible,0.210596485,144.747,OUT019,1985,Small,Tier 1,Grocery Store,143.14700000000002,Others
4568,NCH42,6.86,Non-Edible,0.03674399,231.201,OUT017,2007,Medium,Tier 2,Supermarket Type1,6201.927,Others
4569,FDG57,14.7,Low Fat,0.072238195,47.5034,OUT013,1987,High,Tier 3,Supermarket Type1,972.068,perishable
4570,NCQ50,13.384736495388726,Non-Edible,0.034141213,211.9218,OUT027,1985,Medium,Tier 3,Supermarket Type3,3419.5488,Others
4571,FDK24,9.195,Low Fat,0.101500374,45.2744,OUT045,2002,Medium,Tier 2,Supermarket Type1,679.1160000000001,non
4572,DRG39,14.15,Low Fat,0.042246575,54.2982,OUT049,1999,Medium,Tier 1,Supermarket Type1,1104.5622,perishable
4573,FDX46,12.3,Regular,0.058105769,60.4562,OUT035,2004,Small,Tier 2,Supermarket Type1,1777.6860000000001,non
4574,FDY01,11.8,Regular,0.170141787,116.7834,OUT013,1987,High,Tier 3,Supermarket Type1,2303.6679999999997,non
4575,FDJ40,13.6,Regular,0.049579883,110.0912,OUT035,2004,Small,Tier 2,Supermarket Type1,1965.4416,non
4576,FDS01,11.6,Low Fat,0.053433574500000004,178.2686,OUT049,1999,Medium,Tier 1,Supermarket Type1,1955.4546,non
4577,FDJ09,15.0,Low Fat,0.058725134000000005,43.6744,OUT017,2007,Medium,Tier 2,Supermarket Type1,407.4696,non
4578,FDT49,7.0,Low Fat,0.053433574500000004,105.62799999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.864,non
4579,FDW50,13.1,Low Fat,0.075695552,168.4158,OUT049,1999,Medium,Tier 1,Supermarket Type1,1504.0422,perishable
4580,FDV39,11.3,Low Fat,0.007321067,197.7426,OUT017,2007,Medium,Tier 2,Supermarket Type1,2570.6538,perishable
4581,FDY36,12.3,Low Fat,0.009463757,73.83800000000001,OUT017,2007,Medium,Tier 2,Supermarket Type1,1245.046,non
4582,NCE18,10.0,Non-Edible,0.021407511,248.175,OUT013,1987,High,Tier 3,Supermarket Type1,3495.45,Others
4583,FDB05,12.867061281337076,Low Fat,0.145669556,247.2776,OUT019,1985,Small,Tier 1,Grocery Store,743.0328,non
4584,FDK14,6.98,Low Fat,0.041273236,82.4934,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.7208,non
4585,FDP10,19.0,Low Fat,0.128090139,107.0622,OUT046,1997,Small,Tier 1,Supermarket Type1,1376.2086,non
4586,FDC45,17.0,Low Fat,0.135707553,172.5106,OUT035,2004,Small,Tier 2,Supermarket Type1,2053.3272,perishable
4587,FDS48,15.15,Low Fat,0.027774002000000002,152.3708,OUT035,2004,Small,Tier 2,Supermarket Type1,3159.8868,non
4588,FDX04,12.867061281337076,Regular,0.07278643,49.4376,OUT019,1985,Small,Tier 1,Grocery Store,191.7504,non
4589,FDQ20,13.224769381746881,Low Fat,0.029640603999999997,40.8138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1543.3244,perishable
4590,FDU13,8.355,Low Fat,0.18793900300000002,146.9418,OUT045,2002,Medium,Tier 2,Supermarket Type1,1029.9926,non
4591,NCR53,12.15,Non-Edible,0.14492016,224.4404,OUT013,1987,High,Tier 3,Supermarket Type1,1800.3232,Others
4592,FDN49,17.25,Regular,0.125419157,40.048,OUT049,1999,Medium,Tier 1,Supermarket Type1,399.48,perishable
4593,FDR31,6.46,Regular,0.049121972,144.6102,OUT013,1987,High,Tier 3,Supermarket Type1,2916.204,perishable
4594,DRI03,13.42606890459367,Low Fat,0.0675840825,175.3028,OUT027,1985,Medium,Tier 3,Supermarket Type3,3719.1588,perishable
4595,FDL58,5.78,Regular,0.07414907400000001,262.2568,OUT046,1997,Small,Tier 1,Supermarket Type1,5273.1359999999995,non
4596,NCJ05,18.7,Non-Edible,0.04604992,151.9682,OUT013,1987,High,Tier 3,Supermarket Type1,3354.3004,Others
4597,FDS10,19.2,Low Fat,0.035384612,180.3318,OUT017,2007,Medium,Tier 2,Supermarket Type1,3428.2042,non
4598,FDK34,12.987879554655919,Low Fat,0.038340116,240.1564,OUT027,1985,Medium,Tier 3,Supermarket Type3,7150.691999999999,non
4599,FDW48,12.277108208955255,Low Fat,0.062343432000000004,81.8618,OUT019,1985,Small,Tier 1,Grocery Store,161.1236,non
4600,FDE08,13.224769381746881,Low Fat,0.049080853,147.7734,OUT027,1985,Medium,Tier 3,Supermarket Type3,4602.6754,perishable
4601,NCH06,13.384736495388726,Non-Edible,0.076183667,245.646,OUT027,1985,Medium,Tier 3,Supermarket Type3,3695.19,Others
4602,FDV08,7.35,Low Fat,0.028711412000000002,39.9454,OUT018,2009,Medium,Tier 3,Supermarket Type2,377.5086,perishable
4603,FDQ15,20.35,Regular,0.04975339,81.6276,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.0072,perishable
4604,FDL56,13.224769381746881,Low Fat,0.12517151,88.9198,OUT027,1985,Medium,Tier 3,Supermarket Type3,3139.9128,perishable
4605,DRC12,17.85,Low Fat,0.037826873,189.7188,OUT046,1997,Small,Tier 1,Supermarket Type1,2285.0256,non
4606,FDX49,4.615,Regular,0.101747034,231.33,OUT013,1987,High,Tier 3,Supermarket Type1,4660.6,non
4607,FDJ09,15.0,Low Fat,0.057583738,47.2744,OUT035,2004,Small,Tier 2,Supermarket Type1,679.1160000000001,non
4608,FDN23,11.3469362745098,Regular,0.075142108,145.8444,OUT027,1985,Medium,Tier 3,Supermarket Type3,3773.7544,perishable
4609,DRD01,12.1,Regular,0.061424738,56.7614,OUT018,2009,Medium,Tier 3,Supermarket Type2,1049.9666,non
4610,FDS43,11.65,Low Fat,0.040597054,187.324,OUT045,2002,Medium,Tier 2,Supermarket Type1,1864.24,perishable
4611,FDY48,12.277108208955255,Low Fat,0.041556697000000004,104.4332,OUT019,1985,Small,Tier 1,Grocery Store,307.5996,non
4612,FDU12,15.5,Regular,0.126791761,262.1568,OUT010,1998,Medium,Tier 3,Grocery Store,527.3136,non
4613,FDX33,9.195,Regular,0.11748483400000001,158.5578,OUT046,1997,Small,Tier 1,Supermarket Type1,2406.867,non
4614,FDH45,15.1,Regular,0.106097275,43.2796,OUT018,2009,Medium,Tier 3,Supermarket Type2,123.8388,perishable
4615,FDJ10,5.095,Regular,0.129395895,140.3838,OUT013,1987,High,Tier 3,Supermarket Type1,1826.2894,non
4616,FDX32,15.1,Regular,0.10026502699999999,142.5786,OUT018,2009,Medium,Tier 3,Supermarket Type2,3323.0078,perishable
4617,DRG51,12.1,Low Fat,0.011557563,165.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3453.5046,perishable
4618,NCB31,6.235,Non-Edible,0.119157788,263.791,OUT018,2009,Medium,Tier 3,Supermarket Type2,2103.928,Others
4619,FDW47,15.0,Low Fat,0.077622622,121.8414,OUT010,1998,Medium,Tier 3,Grocery Store,243.6828,perishable
4620,FDT20,13.224769381746881,Low Fat,0.041194986,39.1164,OUT027,1985,Medium,Tier 3,Supermarket Type3,1235.7248,perishable
4621,FDI34,10.65,Regular,0.08513595300000001,232.3668,OUT046,1997,Small,Tier 1,Supermarket Type1,3685.8688,non
4622,FDH56,9.8,Regular,0.10681691900000001,114.2492,OUT010,1998,Medium,Tier 3,Grocery Store,463.3968,perishable
4623,DRJ47,18.25,Low Fat,0.04421348,173.408,OUT013,1987,High,Tier 3,Supermarket Type1,1038.6480000000001,non
4624,FDP04,12.867061281337076,Low Fat,0.013745883,62.0168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1534.0032,non
4625,NCZ06,19.6,Non-Edible,0.09430805800000001,251.8698,OUT049,1999,Medium,Tier 1,Supermarket Type1,3551.3772,Others
4626,FDY37,17.0,Regular,0.026622757,144.247,OUT045,2002,Medium,Tier 2,Supermarket Type1,3149.2340000000004,non
4627,FDO46,9.6,Regular,0.014234595,190.2872,OUT049,1999,Medium,Tier 1,Supermarket Type1,4727.18,non
4628,FDI10,8.51,Regular,0.078526225,173.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,5000.8238,non
4629,NCT42,5.88,Non-Edible,0.0249887,150.3392,OUT018,2009,Medium,Tier 3,Supermarket Type2,447.4176,Others
4630,FDE29,8.905,Low Fat,0.143712172,60.2878,OUT018,2009,Medium,Tier 3,Supermarket Type2,1151.1682,non
4631,FDQ11,11.3469362745098,Regular,0.067373081,258.8988,OUT027,1985,Medium,Tier 3,Supermarket Type3,3083.9856,perishable
4632,FDS20,8.85,Low Fat,0.053822086,183.8292,OUT013,1987,High,Tier 3,Supermarket Type1,2554.0088,perishable
4633,FDR26,20.7,Low Fat,0.043011277,177.2028,OUT018,2009,Medium,Tier 3,Supermarket Type2,3364.9532,perishable
4634,NCH43,13.384736495388726,Non-Edible,0.123557061,216.6192,OUT019,1985,Small,Tier 1,Grocery Store,215.7192,Others
4635,FDO25,6.3,Low Fat,0.127968205,209.627,OUT018,2009,Medium,Tier 3,Supermarket Type2,3984.813,non
4636,FDB40,17.5,Regular,0.007570599,144.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2187.153,perishable
4637,FDB14,12.305705009276451,Regular,0.053433574500000004,92.31200000000001,OUT019,1985,Small,Tier 1,Grocery Store,372.848,non
4638,FDW23,5.765,Low Fat,0.081996785,40.1164,OUT035,2004,Small,Tier 2,Supermarket Type1,540.6296,non
4639,FDZ23,17.75,Regular,0.067777778,186.924,OUT018,2009,Medium,Tier 3,Supermarket Type2,3169.208,non
4640,FDX35,5.035,Regular,0.080362549,229.0036,OUT017,2007,Medium,Tier 2,Supermarket Type1,4326.3684,perishable
4641,FDX24,8.355,Low Fat,0.013929058999999999,94.1462,OUT046,1997,Small,Tier 1,Supermarket Type1,2221.1088,non
4642,DRG15,6.13,Low Fat,0.077169953,63.0536,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225.072,perishable
4643,FDY60,10.5,Regular,0.062343432000000004,143.3128,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,non
4644,FDK02,12.5,Low Fat,0.112681821,119.14399999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,3235.788,non
4645,FDK24,12.277108208955255,Low Fat,0.10080442,45.4744,OUT027,1985,Medium,Tier 3,Supermarket Type3,1041.3112,non
4646,NCA05,20.75,Non-Edible,0.02512588,150.4734,OUT035,2004,Small,Tier 2,Supermarket Type1,890.8404,Others
4647,FDN33,12.987879554655919,Regular,0.122519571,93.0436,OUT027,1985,Medium,Tier 3,Supermarket Type3,2363.59,non
4648,FDA09,13.35,Regular,0.15021128,179.06599999999997,OUT017,2007,Medium,Tier 2,Supermarket Type1,2696.49,non
4649,FDK50,7.96,Low Fat,0.028357839,163.2894,OUT035,2004,Small,Tier 2,Supermarket Type1,4530.1032,non
4650,NCE55,8.92,Non-Edible,0.130663423,175.237,OUT017,2007,Medium,Tier 2,Supermarket Type1,2117.244,Others
4651,FDG12,6.635,Regular,0.006335942,121.8098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2048.6666,non
4652,FDC37,15.5,Low Fat,0.032845997,106.7938,OUT013,1987,High,Tier 3,Supermarket Type1,3215.8140000000003,non
4653,DRG15,6.13,Low Fat,0.076735903,62.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,1225.072,perishable
4654,FDQ58,7.315,Low Fat,0.01530184,154.434,OUT046,1997,Small,Tier 1,Supermarket Type1,1378.2060000000001,non
4655,FDQ51,16.0,Regular,0.029377239,46.1718,OUT010,1998,Medium,Tier 3,Grocery Store,94.5436,perishable
4656,FDR46,16.85,Low Fat,0.233356571,146.576,OUT010,1998,Medium,Tier 3,Grocery Store,439.42800000000005,non
4657,FDC50,15.85,Low Fat,0.13705394699999998,94.4094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1047.3034,non
4658,FDJ09,15.0,Low Fat,0.057583738,43.4744,OUT046,1997,Small,Tier 1,Supermarket Type1,543.2928,non
4659,NCC18,19.1,Non-Edible,0.177236497,172.3422,OUT035,2004,Small,Tier 2,Supermarket Type1,2586.633,Others
4660,FDL04,19.0,Low Fat,0.11183028199999999,105.4622,OUT013,1987,High,Tier 3,Supermarket Type1,952.7598,non
4661,FDH48,13.5,Low Fat,0.062343432000000004,84.654,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.756,non
4662,FDD38,16.75,Regular,0.008204465,99.8674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2342.9502,non
4663,FDT47,11.3469362745098,Regular,0.02439015,95.9068,OUT027,1985,Medium,Tier 3,Supermarket Type3,3207.8244,perishable
4664,FDE41,9.195,Regular,0.064143995,85.9566,OUT045,2002,Medium,Tier 2,Supermarket Type1,1691.132,non
4665,FDH19,19.35,Low Fat,0.033275634,173.8738,OUT017,2007,Medium,Tier 2,Supermarket Type1,2432.8332,perishable
4666,FDW26,11.8,Regular,0.107662745,224.1772,OUT017,2007,Medium,Tier 2,Supermarket Type1,2890.9036,perishable
4667,FDW35,10.6,Low Fat,0.01115195,40.6454,OUT017,2007,Medium,Tier 2,Supermarket Type1,167.7816,perishable
4668,FDQ55,13.65,Regular,0.013064516000000002,115.5834,OUT045,2002,Medium,Tier 2,Supermarket Type1,1382.2008,perishable
4669,FDV22,14.85,Regular,0.009954237,158.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,2659.8709999999996,non
4670,NCN29,13.142313953488392,Non-Edible,0.021214364,48.2034,OUT019,1985,Small,Tier 1,Grocery Store,97.2068,Others
4671,FDQ26,13.5,Regular,0.067859568,60.1562,OUT035,2004,Small,Tier 2,Supermarket Type1,1599.9174,perishable
4672,FDV24,5.635,Low Fat,0.103481775,150.005,OUT045,2002,Medium,Tier 2,Supermarket Type1,1797.66,non
4673,FDG50,7.405,Low Fat,0.015358176000000001,92.4146,OUT017,2007,Medium,Tier 2,Supermarket Type1,1459.4336,non
4674,NCF42,13.384736495388726,Non-Edible,0.293066133,177.0712,OUT019,1985,Small,Tier 1,Grocery Store,351.5424,Others
4675,FDT46,11.35,Low Fat,0.030981392000000003,51.9008,OUT017,2007,Medium,Tier 2,Supermarket Type1,708.4112,non
4676,DRE49,11.847459893048129,Low Fat,0.053589594000000004,153.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,7741.9224,non
4677,FDV56,16.1,Regular,0.013623294,109.3596,OUT045,2002,Medium,Tier 2,Supermarket Type1,1186.4556,perishable
4678,FDD32,17.7,Regular,0.041098734,80.9276,OUT018,2009,Medium,Tier 3,Supermarket Type2,487.3656,perishable
4679,NCN19,13.1,Non-Edible,0.01209726,188.85299999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.801,Others
4680,FDQ48,14.3,Regular,0.034382602000000005,96.5726,OUT013,1987,High,Tier 3,Supermarket Type1,2251.0698,non
4681,FDW34,12.987879554655919,Low Fat,0.035406842,244.317,OUT027,1985,Medium,Tier 3,Supermarket Type3,8262.578000000001,non
4682,NCS38,8.6,Non-Edible,0.090374342,114.3176,OUT045,2002,Medium,Tier 2,Supermarket Type1,1946.7992,Others
4683,FDL58,5.78,Regular,0.07445112599999999,264.5568,OUT018,2009,Medium,Tier 3,Supermarket Type2,6327.7632,non
4684,FDY59,8.195,Low Fat,0.031467128,91.8462,OUT045,2002,Medium,Tier 2,Supermarket Type1,2313.655,non
4685,FDZ03,13.65,Regular,0.078786674,184.824,OUT046,1997,Small,Tier 1,Supermarket Type1,3355.632,perishable
4686,FDP60,17.35,Low Fat,0.056032247,102.3016,OUT045,2002,Medium,Tier 2,Supermarket Type1,1619.2256,non
4687,NCI30,20.25,Non-Edible,0.058935522000000004,246.646,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46,Others
4688,FDO03,12.81734421364986,Regular,0.064577332,230.5352,OUT019,1985,Small,Tier 1,Grocery Store,687.1056,perishable
4689,FDZ20,16.1,Low Fat,0.034306962,252.3356,OUT046,1997,Small,Tier 1,Supermarket Type1,3815.034,perishable
4690,FDQ31,13.224769381746881,Regular,0.053586458,89.7856,OUT027,1985,Medium,Tier 3,Supermarket Type3,966.7416,perishable
4691,FDY03,17.6,Regular,0.076431919,113.2202,OUT018,2009,Medium,Tier 3,Supermarket Type2,2025.3636,perishable
4692,FDW45,18.0,Low Fat,0.039090105,148.4418,OUT045,2002,Medium,Tier 2,Supermarket Type1,4119.9704,non
4693,NCO41,12.5,Non-Edible,0.031549131,99.0384,OUT010,1998,Medium,Tier 3,Grocery Store,197.0768,Others
4694,FDK16,9.065,Low Fat,0.115233813,94.4094,OUT013,1987,High,Tier 3,Supermarket Type1,2856.282,non
4695,FDZ16,16.85,Regular,0.159825617,195.5478,OUT035,2004,Small,Tier 2,Supermarket Type1,4262.4516,non
4696,NCD18,16.0,Non-Edible,0.073080167,228.4668,OUT017,2007,Medium,Tier 2,Supermarket Type1,2534.0348,Others
4697,FDF52,9.3,Low Fat,0.066727717,181.6292,OUT013,1987,High,Tier 3,Supermarket Type1,2371.5796,non
4698,FDF09,6.215,Low Fat,0.012146608,37.9848,OUT035,2004,Small,Tier 2,Supermarket Type1,782.9808,perishable
4699,FDW43,20.1,Regular,0.022552082999999997,226.6036,OUT017,2007,Medium,Tier 2,Supermarket Type1,6831.108,perishable
4700,FDU19,8.77,Regular,0.047036035999999996,170.5422,OUT017,2007,Medium,Tier 2,Supermarket Type1,2759.0752,perishable
4701,FDA50,16.25,Low Fat,0.087158654,95.141,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.4429999999998,perishable
4702,FDS48,15.15,Low Fat,0.027756137,150.4708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912,non
4703,NCH07,13.15,Non-Edible,0.092589917,159.5604,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248,Others
4704,NCK54,12.15,Non-Edible,0.049016517,117.615,OUT013,1987,High,Tier 3,Supermarket Type1,1514.695,Others
4705,FDD53,12.867061281337076,Low Fat,0.077427883,41.8454,OUT019,1985,Small,Tier 1,Grocery Store,41.9454,non
4706,FDV58,20.85,Low Fat,0.12122744699999999,197.5452,OUT035,2004,Small,Tier 2,Supermarket Type1,4306.3944,non
4707,FDI08,18.2,Regular,0.066284519,247.2092,OUT035,2004,Small,Tier 2,Supermarket Type1,3486.1288,perishable
4708,FDD08,8.3,Low Fat,0.03549838,36.6506,OUT018,2009,Medium,Tier 3,Supermarket Type2,455.4072,perishable
4709,FDX34,6.195,Low Fat,0.072131519,120.1098,OUT045,2002,Medium,Tier 2,Supermarket Type1,2892.2352,non
4710,FDX55,15.1,Low Fat,0.05877842900000001,216.4166,OUT045,2002,Medium,Tier 2,Supermarket Type1,2830.3158,perishable
4711,NCS05,11.5,Non-Edible,0.021020616000000002,130.7942,OUT045,2002,Medium,Tier 2,Supermarket Type1,2782.3782,Others
4712,FDL04,19.0,Low Fat,0.111902259,105.4622,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.5196,non
4713,FDJ53,10.5,Low Fat,0.071548187,120.2098,OUT018,2009,Medium,Tier 3,Supermarket Type2,602.549,non
4714,FDB47,8.8,Low Fat,0.071540443,210.6612,OUT049,1999,Medium,Tier 1,Supermarket Type1,2508.7344,non
4715,NCS29,13.142313953488392,Non-Edible,0.121765124,264.1884,OUT019,1985,Small,Tier 1,Grocery Store,264.9884,Others
4716,FDB33,17.75,Low Fat,0.014609738,160.4262,OUT045,2002,Medium,Tier 2,Supermarket Type1,3182.5240000000003,perishable
4717,FDL52,12.867061281337076,Regular,0.08069799799999999,39.8506,OUT019,1985,Small,Tier 1,Grocery Store,37.9506,non
4718,FDB03,17.75,Regular,0.156802171,242.1538,OUT035,2004,Small,Tier 2,Supermarket Type1,4326.3684,perishable
4719,FDW20,20.75,Low Fat,0.024144862000000003,123.37299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2093.9410000000003,perishable
4720,FDT10,16.7,Regular,0.062297249000000006,60.6562,OUT018,2009,Medium,Tier 3,Supermarket Type2,592.562,non
4721,FDK04,12.867061281337076,Low Fat,0.052058710999999994,55.5588,OUT027,1985,Medium,Tier 3,Supermarket Type3,1145.1760000000002,non
4722,NCL07,13.85,Non-Edible,0.031402114,40.248000000000005,OUT045,2002,Medium,Tier 2,Supermarket Type1,319.584,Others
4723,FDZ31,15.35,Regular,0.113217223,191.1504,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536,perishable
4724,FDE45,12.1,Low Fat,0.05877842900000001,177.3002,OUT035,2004,Small,Tier 2,Supermarket Type1,3044.7034,perishable
4725,NCK54,12.15,Non-Edible,0.049016517,118.515,OUT018,2009,Medium,Tier 3,Supermarket Type2,1398.18,Others
4726,DRE15,13.42606890459367,Low Fat,0.031139932999999998,74.8012,OUT019,1985,Small,Tier 1,Grocery Store,303.6048,perishable
4727,NCQ38,16.35,Non-Edible,0.013363901999999999,106.12799999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,1917.504,Others
4728,FDB08,13.224769381746881,Low Fat,0.030952737,160.1578,OUT027,1985,Medium,Tier 3,Supermarket Type3,3048.6982,perishable
4729,DRF49,7.27,Low Fat,0.07136748,111.8518,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.036,non
4730,DRC27,13.8,Low Fat,0.058192802,246.9802,OUT049,1999,Medium,Tier 1,Supermarket Type1,5896.3248,perishable
4731,FDB37,20.25,Regular,0.022976492999999997,240.3538,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.0146,non
4732,FDS35,9.3,Low Fat,0.111220521,65.7826,OUT046,1997,Small,Tier 1,Supermarket Type1,968.7389999999999,perishable
4733,FDE47,14.15,Low Fat,0.037967687,125.6046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1618.5598,perishable
4734,NCT53,13.142313953488392,Non-Edible,0.046559447999999996,164.5526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2302.3364,Others
4735,FDL14,8.115,Regular,0.032158866,154.8972,OUT046,1997,Small,Tier 1,Supermarket Type1,1713.7692,non
4736,FDP21,12.987879554655919,Regular,0.045068892,190.8872,OUT019,1985,Small,Tier 1,Grocery Store,945.436,non
4737,NCV54,11.1,Non-Edible,0.033176087,120.1124,OUT045,2002,Medium,Tier 2,Supermarket Type1,1896.1984,Others
4738,NCO41,12.5,Non-Edible,0.018845298,96.7384,OUT035,2004,Small,Tier 2,Supermarket Type1,2759.0752,Others
4739,FDQ59,9.8,Regular,0.056375879000000004,84.6908,OUT035,2004,Small,Tier 2,Supermarket Type1,1006.6896,perishable
4740,FDQ01,19.7,Regular,0.161356273,253.1014,OUT018,2009,Medium,Tier 3,Supermarket Type2,2805.0154,non
4741,FDQ48,14.3,Regular,0.034605882000000004,95.9726,OUT017,2007,Medium,Tier 2,Supermarket Type1,2153.1972,non
4742,FDP09,19.75,Low Fat,0.033942546000000004,213.5902,OUT049,1999,Medium,Tier 1,Supermarket Type1,4460.1942,non
4743,FDK55,18.5,Low Fat,0.025740258999999998,89.4172,OUT013,1987,High,Tier 3,Supermarket Type1,1605.9096,perishable
4744,NCJ43,13.384736495388726,Non-Edible,0.026938317000000003,174.1396,OUT027,1985,Medium,Tier 3,Supermarket Type3,4012.1108,Others
4745,FDI07,12.35,Regular,0.033754478,199.0426,OUT035,2004,Small,Tier 2,Supermarket Type1,3361.6242,perishable
4746,NCW41,13.142313953488392,Non-Edible,0.015375557,156.9604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308,Others
4747,FDG33,5.365,Regular,0.140458316,169.7764,OUT049,1999,Medium,Tier 1,Supermarket Type1,3263.7516,perishable
4748,NCO05,13.142313953488392,Non-Edible,0.046333982,97.2384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2660.5368,Others
4749,FDH53,20.5,Regular,0.063079544,82.8592,OUT035,2004,Small,Tier 2,Supermarket Type1,908.1512,non
4750,FDR49,8.71,Low Fat,0.139228412,49.5376,OUT046,1997,Small,Tier 1,Supermarket Type1,1198.44,non
4751,FDF33,12.5528431372549,Low Fat,0.055936493,109.4596,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.6132,perishable
4752,FDQ51,16.0,Regular,0.04975339,48.1718,OUT017,2007,Medium,Tier 2,Supermarket Type1,756.3488,perishable
4753,FDZ38,17.6,Low Fat,0.00799436,171.6422,OUT013,1987,High,Tier 3,Supermarket Type1,3793.7284,perishable
4754,FDV52,20.7,Regular,0.12176716800000001,118.9466,OUT045,2002,Medium,Tier 2,Supermarket Type1,353.5398,non
4755,FDM50,13.0,Regular,0.030083482,61.922,OUT035,2004,Small,Tier 2,Supermarket Type1,1557.9720000000002,non
